x,Video Title,Video Reference,Priority Script ,Verbal Hook,Text hook,Caption,Hashtags,Poll Topic,Date recorded,Script,Editing ,Video link,Approved ,With captions,Thumbnail link,Charlotte Socials,,,,View,Like,Comment,Post to socials,Date posted (Pie),Date posted (Char),SEG sales,Date posted (PodCast),Carousel,Carousel doc/ Story ,Figma image files,Carousel Posted,,Video key feedback,Date posted (Char),Date posted (Pie)
Tax tip / how to,Don't Let Your Parents Give you their house. Instead Do What the Rich Do!,Short 5,FALSE,Don’t let your parents gift you their house—here’s what the wealthy do instead.,"Think smart, not costly.","Don’t let your parents give you their house! 🏠

Looking for tax hacks to avoid paying more than you should? Comment ‘TAX’ to unlock FREE expert tax tips, grow your wealth, and get updates tailored just for you.",#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips,,,https://docs.google.com/document/d/1CeojOb3EDZzdHqfZ2ZE4M-vTRPrKr74EsYcuDb0jQn0/edit?tab=t.0,,https://drive.google.com/drive/folders/1-FZ18SH0ZV-EhaL1AHPCaYEdrjfcP0FQ?usp=drive_link,TRUE,https://drive.google.com/file/d/1eQxBvlqo5BU2m0WYzShlFoAI1q2dvv_7/view?usp=drive_link,https://drive.google.com/drive/folders/1-FZ18SH0ZV-EhaL1AHPCaYEdrjfcP0FQ?usp=drive_link,TRUE,FALSE,FALSE,FALSE,,,,,,2/4/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,What Happens When you Don't Pay Your Taxes,Short 7,FALSE,Think taxes aren’t for you? Here's why skipping them can cost more than you think.,Keeping all your income? Here’s the truth you need to know.,"Why you need to pay your taxes ✅

If the stress of filing your taxes is stopping you from doing it, Pie offers a free and easy tax filing solution! Comment ‘PIE’ to learn more today! ","#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips
",,,https://docs.google.com/document/d/1VxuCG7PDNLsVlVUtROsFDxkTaxIgZdK50gGMMEqxJ5Y/edit?tab=t.0,,https://drive.google.com/file/d/1gt7f0mpUyfAXql7iYU4i0EYjFsto0FeM/view?usp=drive_link,TRUE,Short 7,Short 7 T,TRUE,FALSE,FALSE,FALSE,,,,,,11/4/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,How Much Tax Do You Have to Pay On A £1M House,Short 8,FALSE,Ever wondered how much tax you'd pay on a £1 home? ,💰 Wondering how much tax you'd pay on a £1 home? 🤔 Thinking of adding a new asset to your portfolio? Let's break it down!,"How much tax do you have to pay on this £1Million home 🤔

Thinking of adding a new asset? Comment ‘TAX’ to find out how it impacts your taxes and what to expect this tax season!
","#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips
",,,https://docs.google.com/document/d/1k6-B5kSn7iOzBW4Ar1V1RSGJuKAeodrArcf-JoZOWO8/edit?tab=t.0,,https://drive.google.com/file/d/1Foy9lQD99h4VJfO2VwkcPA_IOyMq5neY/view?usp=drive_link,TRUE,short 8,short 8 thumbnail,TRUE,FALSE,FALSE,FALSE,,,,,,1/18/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Preparing For Tax Season? 3 pie resources to help you prepare,Short 11,FALSE,,,"Prepare for tax season with these resources! ✅

Need help filing your taxes? Comment ‘TAX’ for access to Pie’s FREE tax app and a personalised guide to navigating your tax challenges with ease!",#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips,,,https://docs.google.com/document/d/1JMn3Yq2aHmMB5zoUarlLa9nu9ZV-moSNZo1gTpB0cwk/edit?tab=t.0,,https://drive.google.com/file/d/1imWN18oflHDvhqU7LCldM0l3HF-d_mSN/view?usp=drive_link,TRUE,Short 11,Short 11,TRUE,FALSE,FALSE,FALSE,,,,,,1/19/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,HMRC don't care what you claim as an expense,Short 12,FALSE,,,"HMRC don’t care what you claim ❌

They care about why you’re claiming it ✅

To ensure your expenses align with their guidelines, consider these five key principles:

1️⃣ Business Use Only
Expenses must be used entirely and exclusively for your business operations. If an expense is purely business-related, it can be claimed.

2️⃣ Avoiding Mixed Purposes
If an expense has both business and personal benefits, it falls under scrutiny. You’ll need to demonstrate that any personal benefit is incidental to its business purpose.

3️⃣ Perks and Extras
Non-cash perks, like company benefits, can be claimed if the proper taxes are applied. These extras, often called benefits in kind, require careful handling to meet HMRC standards.

4️⃣ Spotless Records
Accurate and organized documentation is a must. Keep receipts, invoices, and records securely stored, and ensure personal and business finances are clearly separated.

5️⃣ The Small Stuff Counts
For smaller perks, trivial benefits might apply. These tax-free benefits must be under £X, not cash or cash-like, unrelated to performance rewards, and not part of a contract.

By following these principles, you’ll not only meet HMRC’s standards but also keep your claims worry-free.

Unsure of what to claim on your taxes next year? Comment ‘TAX’ to get a personalised guide to navigating your tax challenges with ease!",#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips,,,https://docs.google.com/document/d/1FxeCCBv3QhmBR_8g0UctpXEWkwqXKS3lg5ML2wMGcV0/edit?tab=t.0,,https://drive.google.com/drive/folders/1-K4BkMAolMVhpTUvg6gzgPfE5ELPNwZv?usp=drive_link,FALSE,https://drive.google.com/file/d/1Mic8kMzZX4n3cOTa6orDNh4pGea1sZVT/view?usp=drive_link,https://drive.google.com/drive/folders/1-K4BkMAolMVhpTUvg6gzgPfE5ELPNwZv?usp=drive_link,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Why is the UK taxing you to sell the clothes you own?,Short 13,FALSE,,,"Why is the UK taxing you to sell the clothes you own? 🤔

Want to keep up with current HMRC tax laws? Comment ‘TAX’ to sign up for our newsletter and get early access to the latest tax regulations and industry trends!","#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips
",,,https://docs.google.com/document/d/15EHBVc6FTnF4jwmUP9nqa7JJ7Vjq_XQIDZOm-jzRBik/edit?tab=t.0,,https://drive.google.com/file/d/1E5hoSy-L_WaGmdgVob8liTSMLGL6BDUa/view?usp=drive_link,TRUE,https://drive.google.com/file/d/1E5hoSy-L_WaGmdgVob8liTSMLGL6BDUa/view?usp=drive_link,https://drive.google.com/drive/folders/1z40kf5FVx0eH9xVUFZ4iBW8y5LUKEiWf?usp=drive_link,TRUE,FALSE,FALSE,FALSE,,,,,,2/2/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Stop giving your money away to HMRC  and claim this instead,Short 14,FALSE,,,"""Tired of giving HMRC a free ride? 🚗💨 Track your mileage, claim your cash back, and keep more in your pocket.

💬 Comment 'PIE' for my free tax-saving newsletter!

#TaxTips #TaxSavings #HMRC #SmallBusinessUK #SelfEmployedLife #MoneyMatters""",#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips,,,https://docs.google.com/document/d/1bSDVFP0-cTsEqEtx46zK-ilYrHH75EE9NvUTdJQZ4i4/edit?tab=t.0,,https://drive.google.com/file/d/100WNNNbktbphM22iDZR7E_YXLM3tb7iZ/view?usp=drive_link,TRUE,Short 14,short 14,TRUE,FALSE,FALSE,FALSE,,,,,,11/6/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,"Annual salary vs monthly 
take-home pay in the UK 
",Short 16,FALSE,,,"Annual salary vs take-home pay 💷

These figures are based on an individual who has one job, and makes Clas 1 National Insurance contributions. Their Personal Allowance is assumed to be £12,570. Nothing else has been factored into these calculations.
£25,000           £21,521.40  
£35,000           £28,721.40             
£45,000           £35,921.40             
£55,000           £42,461.00             
£65,000           £48,261.00             
£75,000           £54,061.00             
£85,000           £59,861.00             
£95,000           £65,661.00             
£105,000          £70,461.00              
   

Want to keep more of your money? Comment ‘TAX’ to learn how our tax tools and technology at PIE help you do that!  
",#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips,,,https://docs.google.com/document/d/1E6XM3ihbzHybP4t3StgU_C9jexqNzSYZYsfQU1aEhDs/edit?tab=t.0,,https://drive.google.com/file/d/1Pgjkw-asjsOQdvvveMuSnL6qgEYIvAOb/view?usp=drive_link,TRUE,short 16,short16 thumbnail,TRUE,FALSE,FALSE,FALSE,,,,,,1/25/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,How to prepare and file your 2024 taxes for free,Short 17,FALSE,,,"How to file your taxes for FREE 👀

Don’t get caught up in paying to file your taxes this year! Comment ‘TAX’ to learn more about filing for FREE with Pie! ",#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips,,,https://drive.google.com/drive/folders/1-O0xlGTh33Vnnh8Q0UEW3SQl4RC3rsY4?usp=drive_link,,https://drive.google.com/drive/folders/1-O0xlGTh33Vnnh8Q0UEW3SQl4RC3rsY4?usp=drive_link,FALSE,https://drive.google.com/drive/folders/1-O0xlGTh33Vnnh8Q0UEW3SQl4RC3rsY4?usp=drive_link,https://drive.google.com/drive/folders/1-O0xlGTh33Vnnh8Q0UEW3SQl4RC3rsY4?usp=drive_link,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,"Tax Facts Pt. 1",Short 19,FALSE,,,"Tax facts you didn’t know 👀

1. Winnings from UK lotteries are tax free

2. Filing your return one day late could incur a £100 fine, even if you don’t owe any tax

3. If you wear a uniform for work and wash it yourself, you may be eligible for tax relief on maintenance costs.

4. If you work from home (even occasionally), you could claim £6 per week

5. Making personal pension contributions can effectively reduce your taxable income

Want a better understanding of UK taxes? At Pie, we keep it simple! Comment ‘TAX’ to unlock FREE expert tax tips, grow your wealth, and get updates tailored just for you!
","#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips
",,,https://docs.google.com/document/d/136WS7eaR7CxZ18tl0Ex5Zm6jTqug4E3v3oivQ00UnkQ/edit?tab=t.0,,https://drive.google.com/file/d/1KTOia68CLnI61QzXUTSsiGuu6XLRXPmA/view?usp=drive_link,TRUE,short 19,Short 19,TRUE,FALSE,FALSE,FALSE,,,,,,2/9/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,,Short 18,FALSE,,,,,,,,,https://drive.google.com/drive/folders/1SEJCqLyp0w8S0ljhJ61bfUhmYQpc20W9?usp=drive_link,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
Tax tip / how to,,Short 15,FALSE,,,,,,,,,https://drive.google.com/drive/folders/1_UEYiuiQthcEx2E00_OCmU_SyRH_E0qc?usp=drive_link,TRUE,short 15,Short 15 thumbnail,TRUE,FALSE,FALSE,FALSE,,,,,,2/14/2025,,,,,,,,,,
Tax tip / how to,,Short 10,FALSE,,,,,,,,,https://drive.google.com/drive/folders/1ajVia0x6WhedeKLLP_PVcV2dKi-Xj6jJ?usp=drive_link,TRUE,short 10,Short 10 Thumbnail,TRUE,TRUE,FALSE,FALSE,,,,,,2/12/2025,,,,,,,,,,
Tax tip / how to,,Short 9,FALSE,,,,,,,,,https://drive.google.com/drive/folders/1kimxJMgLeAZfcjelzGoEA5hRyHKzv9BM?usp=drive_link,FALSE,short9 - dec ava,Short 9,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
Tax tip / how to,,Short 2,FALSE,,,,,,,,,https://drive.google.com/drive/folders/1fRv4Pexlj2TFmKNtnLinsUTjsCCsaXIO,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
Tax tip / how to,December AVA video Short 1,D Short 1,FALSE,,,,,,,,,https://drive.google.com/file/d/17o7STkgBByV0e52gFj_aPK1Ul74oNJBl/view?usp=drive_link,FALSE,D Short 1,short 1 T,TRUE,FALSE,FALSE,FALSE,,,,,,3/21/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 2,D Short 2,FALSE,,,"5 Tax Hacks Everyone in the UK Should Know By 18
I know, I know. Taxes are stressful and boring.
But there’s nothing worse than losing your hard-earned money.
A few simple tips can completely streamline your finances, freeing up your time and energy.
Here’s what you need to do
 Save this for tax season!
 Know Your Personal Allowance
This is the amount you can earn tax free. For most, it’s £12,570, but it can vary.
 Save Money with Allowable Expenses
Did you know you can claim back costs for things like work related travel, tools, or even some home office expenses? These deductions can save you hundreds of pounds!
 Track All Sources of Income
Whether it’s from a side hustle, investments, or rental income, declare it all. Missing income can lead to penalties later.
 Meet Deadlines or Face Penalties
Missing the 31st January tax deadline can cost you up to £100 or more, even if you don’t owe tax.
Put the dates on your calendar!
Use a Free Tax App Like Pie.tax
This way, you can track your expenses, calculate your taxes and file them, all from one spot!
Want to get your taxes in order? Comment “TAX” to keep up with the latest regulations and expert tax tips!
#uktax #taxtips #taxhacks #incometax #incometaxreturn #capitalgains #capitalgainstax #inheritancetax #propertytax #propertytaxes #sdlt #hmrc #uktaxtips #uktaxhacks #ukincometax #ukpropertytax #ukinheritancetax #ukcapitalgainstax #ukincometaxloopholes #ukincometaxtips
",,,,,,https://drive.google.com/file/d/10wgTzIBooeNKV9zughfysYLGvLJunNrV/view?usp=drive_link,TRUE,short2-dec,Short 2 - Dec T,TRUE,FALSE,FALSE,FALSE,,,,,,2/22/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 3,D Short 3,FALSE,Think you won’t get audited? Think again!,"Avoid audits with clean, simple tax returns!","1 in 40 self-employed people get audited — but most of these checks are avoidable! 🙈 Late filings and little mistakes can cost you big. Keep it simple, stay organised, and let Pie Tax do the hard work for you. Download now and breathe easy!",#TaxAudit #SelfAssessment #TaxTips #UKTax #SmallBusinessHelp #PieTax #StayOrganised #TaxSeason,,,,,https://drive.google.com/file/d/1nH7ADfEGcrS8o6AzExpN976DNgTKpDo8/view?usp=drive_link,TRUE,D Short 3,D short 3 T,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
Tax tip / how to,December AVA video Short 5 CTA 1,D Short 5 CTA 1,FALSE,,,,,,,,,https://drive.google.com/file/d/1HpdzgE4bbGuzwCm9S2icO9hyigPd-hP7/view?usp=drive_link,TRUE,short 5 CTA 2,Short 5 Cta 2 T,TRUE,FALSE,FALSE,FALSE,,,,,,3/26/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 5 CTA 2,D Short 5 CTA 2,FALSE,Would you give HMRC a free loan? Because that’s exactly what a tax refund is!,Stop giving HMRC free money! 💰,Your tax refund isn’t a gift—it’s YOUR money! Check your tax code and claim every deduction to keep more in your pocket. 💡 Follow for stress-free tax tips! 👇,#TaxRefund #HMRC #MoneyMatters #TaxTips #SelfEmployedUK #FinanceHacks #TaxTalk,,,,,https://drive.google.com/file/d/10KpcVoBSMIFWwtIZZ7aR1h6M7EV3FVhh/view?usp=drive_link,TRUE,,,TRUE,FALSE,FALSE,FALSE,,,,,,3/7/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 6 CTA 1,D Short 6 CTA 1,FALSE,These tax myths could cost you BIG! 🚨,The UK’s biggest tax myths—busted! 🔍,"These are the top 4 tax lies people still fall for in the UK 👇

1️⃣ “Deductions increase audit risk.” - False. Keep records tidy and you’re fine.
2️⃣ “Overseas income or crypto gains don’t count.” - Wrong. They’re taxable.
3️⃣ “Filing late is fine if I owe nothing.” - Nope. HMRC fines you anyway.
4️⃣ “Tax refunds are always good.” - Actually means you’ve been overpaying.

The truth? Most people could be saving hundreds each year just by knowing these basics.

#UKTaxTips #FinanceUK #TaxMyths #MoneyTalks #PersonalFinanceUK #HMRC #PieTax #TaxAdvice",#UKTax #TaxMyths #SelfAssessment #TaxTips #HMRC #MoneyMatters #FinanceTips,,,,,https://drive.google.com/file/d/1ozLk60vblo6R_Wy0HjellAVgpuIiLBYa/view?usp=drive_link,TRUE,Short 6 ,Short 6 T,TRUE,FALSE,FALSE,FALSE,,,,,,11/8/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 6 CTA 2,D Short 6 CTA 2,FALSE,,,,,,,,,https://drive.google.com/file/d/13zDLiWP-c1WhduaOVzjkvYL0pWFuphmn/view?usp=drive_link,FALSE,,,TRUE,FALSE,FALSE,FALSE,,,,,,3/4/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 7,Short 7,FALSE,Want a bigger tax refund? Here’s how! 👀💰,Claim tax deductions & save more money! 💸,"Your tax refund could pay for more than you think! 💡 From work expenses to tax-free savings, don’t miss out on deductions that could boost your refund. Start claiming smarter today! 📊✨",#TaxRefund #TaxDeductions #SelfEmployedUK #FinanceTips #MoneySaving #TaxHacks #WorkFromHome,,,,,https://drive.google.com/file/d/1_1p6BdOJNtGrTWjfyo2ZlMxRJBPZFSRe/view?usp=drive_link,TRUE,,,TRUE,FALSE,FALSE,FALSE,,,,,,3/13/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 8 CTA 1,D Short 8 CTA 1,FALSE,,,💰 Stop overpaying on taxes! These 5 legal tax write-offs could save you thousands every year— from home office expenses to travel costs and even charitable donations! Don’t miss out on money that’s yours to keep. Comment TAX below for more saving tips! 🚀✨  #TaxSavings #TaxWriteOffs #SelfAssessment #TaxReturn #FinanceTips #SmallBizOwner #PieTax #MoneyMatters,,,,,,https://drive.google.com/file/d/1Q_z31qhsVo_HxVs6CupdBQW2nwBfuHhn/view?usp=drive_link,TRUE,D Short 8 CTA 1 new,short 8 cta 1 T,TRUE,FALSE,FALSE,FALSE,,,,,,3/19/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 8 CTA 2,D Short 8 CTA 2,FALSE,,,,,,,,,https://drive.google.com/file/d/1ecTtii_Jxk6vq_HGpDZ34RjWN1otvh2L/view?usp=drive_link,FALSE,,,TRUE,FALSE,FALSE,FALSE,,,,,,3/19/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 9,Short 9,FALSE,,,,,,,,,https://drive.google.com/file/d/1aQ1I3sPh5jaw4gY8WgdV__U6FOxL5epX/view?usp=drive_link,FALSE,,,TRUE,FALSE,FALSE,FALSE,,,,,,3/15/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 10 CTA 1,D Short 10 CTA 1,FALSE,Raising corporation tax to 25%—is this a disaster for jobs?,"Higher taxes, fewer jobs—what’s the solution?",More tax ≠ better services. Time to cut costs? 🤔💰,#CorporationTax #UKTax #HMRC #TaxDebate #SmallBusinessUK #SelfAssessment #FinanceTalk #TaxBurden #MoneyMatters #PiTaxApp,,,,,https://drive.google.com/file/d/1z7C7Igu0UK4sRepiTx4IVgk1uhSc_lcF/view?usp=drive_link,TRUE,D Short 10 CTA 2,D Short 10 CTA 2 ,TRUE,FALSE,FALSE,FALSE,,,,,,04/04/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 10 CTA 2,D Short 10 CTA 2,FALSE,Think HMRC won’t notice if you don’t file? Think again!,Missed deadlines = automatic fines. Don’t risk it!,HMRC will notice. Avoid fines — file smart with Pi Tax!,#TaxDeadline #HMRC #AvoidFines #FileYourTaxes #PiTaxApp #TaxMadeEasy #SelfEmployedUK #TaxTips,,,,,https://drive.google.com/file/d/1PvB4mZII7BPcA19Ksjb6MK6-2x9MVToM/view?usp=drive_link,TRUE,,,TRUE,FALSE,FALSE,FALSE,,,,,,04/04/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 11 CTA 2,D Short 11 CTA 2,FALSE,Want to grow your money tax-free? Here's how!,Maximise savings with this tax-free trick! 💰,"""Tax-free growth = smarter savings 💸
Don’t let HMRC take more than they need.
Make your money work tax-free with ISAs! 💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter. #TaxTips #UKTax #MoneySmart #TaxSavings #FinanceHack #InvestingUK #ISATips #TaxFreeGrowth #WealthBuilding #PieTax""",#TaxFreeSavings #UKFinance #MoneyTips #ISASavings #InvestSmart #TaxHacks #PersonalFinance,,,,,https://drive.google.com/file/d/1OBlHyYxAJPM0lQ0_OjxW8xU5aYHN-SrW/view?usp=drive_link,TRUE,D Short 11 CTA 2,Short 11 CTA 2 T,TRUE,FALSE,FALSE,FALSE,,,,,,11/22/2025,,,,,,,,,,
Tax tip / how to,December AVA video Short 12 CTA 1,D Short 12 CTA 1,FALSE,,,The HMRC site is going — don’t get caught out! Stay ahead with Pie. #TaxNews #SelfAssessment #TaxReturn #HMRCUpdate #PiTaxApp #TaxTips #TaxDeadlines #MakeTaxEasy,,,,,,https://drive.google.com/file/d/1e7Zn2pN1XJrHdI0mtjtC1azltrv62KKl/view?usp=drive_link,TRUE,D Short 12 CTA 2,short 12 T,TRUE,FALSE,FALSE,FALSE,,,,,,08/04/2024,,,,,,,,,,
Tax tip / how to,December AVA video Short 12 CTA 2,D Short 12 CTA 2,FALSE,,,,,,,,,https://drive.google.com/file/d/1C2i5EsGhJqdv3LooRPVhh3-s3I8Ixkd4/view?usp=drive_link,TRUE,,,TRUE,FALSE,FALSE,FALSE,,,,,,08/05/2024,,,,,,,,,,
Tax tip / how to,December AVA video Short 13 CTA 1,D Short 13 CTA 1,FALSE,,,,,,,,,https://drive.google.com/file/d/1XFBNe-5iqneG0-HOBa53y3VpTSITDckm/view?usp=drive_link,TRUE,,,TRUE,FALSE,FALSE,FALSE,,,,,,11/04/2025,,,,,,,,,,
